"source"	"volunteerId"	"activityName"	"feature"	"averageMeasure"
"train"	"1"	"LAYING"	"timeBodyGyroscopeStandardDeviationX"	-0.87354386782
"train"	"1"	"LAYING"	"timeBodyGyroscopeStandardDeviationY"	-0.9510904402
"train"	"1"	"LAYING"	"timeBodyGyroscopeStandardDeviationZ"	-0.9082846626
"train"	"1"	"LAYING"	"timeGravityAccelerationMagnitudeMean"	-0.8419291525
"train"	"1"	"LAYING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.79514486386
"train"	"1"	"LAYING"	"timeGravityAccelerationMeanX"	-0.24888179828
"train"	"1"	"LAYING"	"timeGravityAccelerationMeanY"	0.70554977346
"train"	"1"	"LAYING"	"timeGravityAccelerationMeanZ"	0.4458177198
"train"	"1"	"LAYING"	"timeGravityAccelerationStandardDeviationX"	-0.8968300184
"train"	"1"	"LAYING"	"timeGravityAccelerationStandardDeviationY"	-0.90772000676
"train"	"1"	"LAYING"	"timeGravityAccelerationStandardDeviationZ"	-0.85236629022
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.985262126808511
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.351852201957447
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.981606177446808
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.256610823568085
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanFrequencyY"	0.0475437839595745
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.0923920032553192
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanX"	-0.986597022553191
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanY"	-0.981579467021277
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkMeanZ"	-0.986053092340425
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.987492994468085
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.982513909574468
"train"	"1"	"SITTING"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.988339184893617
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMagnitudeMean"	-0.947782922553192
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.236655011680851
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.928444801702128
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanFrequencyX"	-0.0495135975489362
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanFrequencyY"	0.0759460768510638
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanFrequencyZ"	0.238829870148936
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanX"	-0.979641238723404
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanY"	-0.944084550425532
"train"	"1"	"SITTING"	"frequencyBodyAccelerationMeanZ"	-0.959184889148936
"train"	"1"	"SITTING"	"frequencyBodyAccelerationStandardDeviationX"	-0.976412313191489
"train"	"1"	"SITTING"	"frequencyBodyAccelerationStandardDeviationY"	-0.917275006382979
"train"	"1"	"SITTING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.934469558085106
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.989797547234043
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.184775928085106
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.987049617234043
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.958435589361702
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.000262186717021277
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.932198374893617
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyX"	0.189153021260851
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyY"	0.0631270669787234
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.0297839207446809
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanX"	-0.976161464042553
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanY"	-0.975838585319149
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeMeanZ"	-0.951315544468085
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.977904227021277
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.962345042553192
"train"	"1"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.94391784106383
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.987364195531915
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.984120024042553
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkMeanX"	0.0774825199574468
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkMeanY"	-0.000619102785106384
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkMeanZ"	-0.00336779235021277
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.986430711276596
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationY"	-0.981371965319149
"train"	"1"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.987910804468085
"train"	"1"	"SITTING"	"timeBodyAccelerationMagnitudeMean"	-0.948536786170213
"train"	"1"	"SITTING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.927078418723404
"train"	"1"	"SITTING"	"timeBodyAccelerationMeanX"	0.261237565425532
"train"	"1"	"SITTING"	"timeBodyAccelerationMeanY"	-0.00130828765170213
"train"	"1"	"SITTING"	"timeBodyAccelerationMeanZ"	-0.104544182255319
"train"	"1"	"SITTING"	"timeBodyAccelerationStandardDeviationX"	-0.977229008297872
"train"	"1"	"SITTING"	"timeBodyAccelerationStandardDeviationY"	-0.922618641914894
"train"	"1"	"SITTING"	"timeBodyAccelerationStandardDeviationZ"	-0.93958629106383
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.991976341276596
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.988308728510638
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkMeanX"	-0.0936793807234043
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkMeanY"	-0.0402118124255319
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkMeanZ"	-0.046702627
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.99173159212766
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.989518068510638
"train"	"1"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.987935806382979
"train"	"1"	"SITTING"	"timeBodyGyroscopeMagnitudeMean"	-0.93089249
"train"	"1"	"SITTING"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.934531840425532
"train"	"1"	"SITTING"	"timeBodyGyroscopeMeanX"	-0.045350056512766
"train"	"1"	"SITTING"	"timeBodyGyroscopeMeanY"	-0.0919241549361702
"train"	"1"	"SITTING"	"timeBodyGyroscopeMeanZ"	0.0629313811914894
"train"	"1"	"SITTING"	"timeBodyGyroscopeStandardDeviationX"	-0.977211283191489
"train"	"1"	"SITTING"	"timeBodyGyroscopeStandardDeviationY"	-0.966473895319149
"train"	"1"	"SITTING"	"timeBodyGyroscopeStandardDeviationZ"	-0.941425920851064
"train"	"1"	"SITTING"	"timeGravityAccelerationMagnitudeMean"	-0.948536786170213
"train"	"1"	"SITTING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.927078418723404
"train"	"1"	"SITTING"	"timeGravityAccelerationMeanX"	0.831509933404255
"train"	"1"	"SITTING"	"timeGravityAccelerationMeanY"	0.204411592680851
"train"	"1"	"SITTING"	"timeGravityAccelerationMeanZ"	0.332043702765957
"train"	"1"	"SITTING"	"timeGravityAccelerationStandardDeviationX"	-0.968457145744681
"train"	"1"	"SITTING"	"timeGravityAccelerationStandardDeviationY"	-0.935517055957447
"train"	"1"	"SITTING"	"timeGravityAccelerationStandardDeviationZ"	-0.949040933191489
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.99254247754717
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.422220102264151
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.992536003396226
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.314182940150943
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyY"	0.0391618954943396
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.138581478749057
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanX"	-0.994630797358491
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanY"	-0.985418704528302
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkMeanZ"	-0.990752166037736
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.995073759245283
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.987018226792453
"train"	"1"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.992349818113208
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMagnitudeMean"	-0.985356361132075
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.284555290773585
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.982313804716981
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyX"	0.0865153619088679
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyY"	0.117478948718868
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyZ"	0.244858585792453
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanX"	-0.995249932641509
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanY"	-0.977070847735849
"train"	"1"	"STANDING"	"frequencyBodyAccelerationMeanZ"	-0.985297098679245
"train"	"1"	"STANDING"	"frequencyBodyAccelerationStandardDeviationX"	-0.99602834509434
"train"	"1"	"STANDING"	"frequencyBodyAccelerationStandardDeviationY"	-0.972293102075472
"train"	"1"	"STANDING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.977937259622642
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.994815376981132
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.334498734301887
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.994671123207547
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.984617623396226
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.0286057725328302
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.978466072075472
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.120293020603774
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.0447191978169811
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.100607635139623
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanX"	-0.986386786037736
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanY"	-0.988984455849057
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeMeanZ"	-0.980773122830189
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.987497128679245
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.987107727735849
"train"	"1"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.98234533
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.992367790566038
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.993096209433962
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkMeanX"	0.0753766542264151
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkMeanY"	0.00797573092830189
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkMeanZ"	-0.00368524954709434
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.994604542264151
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationY"	-0.98564873245283
"train"	"1"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.992251177358491
"train"	"1"	"STANDING"	"timeBodyAccelerationMagnitudeMean"	-0.984278207358491
"train"	"1"	"STANDING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.981942928867925
"train"	"1"	"STANDING"	"timeBodyAccelerationMeanX"	0.278917629056604
"train"	"1"	"STANDING"	"timeBodyAccelerationMeanY"	-0.0161375901037736
"train"	"1"	"STANDING"	"timeBodyAccelerationMeanZ"	-0.110601817735849
"train"	"1"	"STANDING"	"timeBodyAccelerationStandardDeviationX"	-0.995759901509434
"train"	"1"	"STANDING"	"timeBodyAccelerationStandardDeviationY"	-0.973190056415094
"train"	"1"	"STANDING"	"timeBodyAccelerationStandardDeviationZ"	-0.979775876981132
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.994966790566038
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.994733238679245
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkMeanX"	-0.0996092129056604
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkMeanY"	-0.0440627877924528
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkMeanZ"	-0.0489505466716981
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.992945106981132
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.995137917358491
"train"	"1"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.992108467169811
"train"	"1"	"STANDING"	"timeBodyGyroscopeMagnitudeMean"	-0.976493792830189
"train"	"1"	"STANDING"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.978690028679245
"train"	"1"	"STANDING"	"timeBodyGyroscopeMeanX"	-0.0239877347979245
"train"	"1"	"STANDING"	"timeBodyGyroscopeMeanY"	-0.0593972209811321
"train"	"1"	"STANDING"	"timeBodyGyroscopeMeanZ"	0.074800751
"train"	"1"	"STANDING"	"timeBodyGyroscopeStandardDeviationX"	-0.987191946603774
"train"	"1"	"STANDING"	"timeBodyGyroscopeStandardDeviationY"	-0.98773444
"train"	"1"	"STANDING"	"timeBodyGyroscopeStandardDeviationZ"	-0.980645626981132
"train"	"1"	"STANDING"	"timeGravityAccelerationMagnitudeMean"	-0.984278207358491
"train"	"1"	"STANDING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.981942928867925
"train"	"1"	"STANDING"	"timeGravityAccelerationMeanX"	0.942952000377358
"train"	"1"	"STANDING"	"timeGravityAccelerationMeanY"	-0.272983832264151
"train"	"1"	"STANDING"	"timeGravityAccelerationMeanZ"	0.0134905823226415
"train"	"1"	"STANDING"	"timeGravityAccelerationStandardDeviationX"	-0.99376298509434
"train"	"1"	"STANDING"	"timeGravityAccelerationStandardDeviationY"	-0.981225957924528
"train"	"1"	"STANDING"	"timeGravityAccelerationStandardDeviationZ"	-0.976324063584906
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.0571194000343158
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.0938221807027368
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.103492403002105
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyX"	-0.209261973376842
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.386237143210526
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	-0.185530281244211
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanX"	-0.170546964549579
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanY"	-0.0352255241130632
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkMeanZ"	-0.468999224631579
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.133586606326316
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationY"	0.106739857136
"train"	"1"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.534713440421053
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMagnitudeMean"	-0.128623450629474
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.1906437244
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.398032586842105
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyX"	-0.207548374494737
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyY"	0.113093646103158
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyZ"	0.0497265196172632
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanX"	-0.202794306326316
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanY"	0.0897127264021053
"train"	"1"	"WALKING"	"frequencyBodyAccelerationMeanZ"	-0.331560117789474
"train"	"1"	"WALKING"	"frequencyBodyAccelerationStandardDeviationX"	-0.319134719578947
"train"	"1"	"WALKING"	"frequencyBodyAccelerationStandardDeviationY"	0.056040006846
"train"	"1"	"WALKING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.279686751494737
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.319308593778947
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.190663448793684
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.381601911789474
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.199252568986316
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	0.268844367525895
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.321017953894737
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyX"	0.0147844986621053
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.0657746190010526
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.00077332156431579
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanX"	-0.339032197115789
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanY"	-0.103059416434737
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeMeanZ"	-0.255940940315789
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.516691938736842
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.0335081597884211
"train"	"1"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.436562227473684
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.141428809031579
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.0744717500625263
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkMeanX"	0.0740416333157895
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkMeanY"	0.0282721095884211
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkMeanZ"	-0.00416840617789474
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.113615602435789
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationY"	0.0670025007684211
"train"	"1"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.502699788526316
"train"	"1"	"WALKING"	"timeBodyAccelerationMagnitudeMean"	-0.136971176556842
"train"	"1"	"WALKING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.219688645631579
"train"	"1"	"WALKING"	"timeBodyAccelerationMeanX"	0.277330758736842
"train"	"1"	"WALKING"	"timeBodyAccelerationMeanY"	-0.0173838185273684
"train"	"1"	"WALKING"	"timeBodyAccelerationMeanZ"	-0.111148103547368
"train"	"1"	"WALKING"	"timeBodyAccelerationStandardDeviationX"	-0.283740258842105
"train"	"1"	"WALKING"	"timeBodyAccelerationStandardDeviationY"	0.114461336747368
"train"	"1"	"WALKING"	"timeBodyAccelerationStandardDeviationZ"	-0.260027902210526
"train"	"1"	"WALKING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.298703679084211
"train"	"1"	"WALKING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.325324878894737
